level,unit_id,unit_name,zone,terminal,ym,pilotage_moves,tug_jobs,water_supplied_mt,garbage_calls,inspections_done,findings_raised,findings_closed,detentions
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-04,2,4,131,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-04,6,12,439,3,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-04,2,4,0,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-04,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-04,4,8,131,0,1,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-04,4,8,0,0,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-04,2,4,0,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-04,2,4,40,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-04,2,4,69,0,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-04,4,8,218,1,1,4,0,1
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-04,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2025-05,62,124,1112,18,3,1,1,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-05,16,32,165,5,1,0,0,0
zone,CONTAINER,Container,Container,,2025-05,32,64,565,9,1,1,1,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-05,14,28,382,4,1,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-05,6,12,186,2,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-05,8,16,252,3,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-05,2,4,0,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-05,14,28,127,4,1,1,1,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-05,2,4,0,0,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-05,6,12,186,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-05,6,12,94,2,1,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-05,4,8,0,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-05,8,16,196,2,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-05,6,12,71,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-05,2,4,140,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-05,4,8,46,2,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-05,6,12,252,2,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-05,2,4,0,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-05,2,4,0,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-05,6,12,0,2,1,1,1,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-05,4,8,0,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-05,2,4,0,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-05,2,4,127,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-05,2,4,0,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-05,2,4,0,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-05,2,4,114,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-05,2,4,72,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-05,2,4,0,1,1,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-05,4,8,94,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-05,4,8,0,2,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-05,8,16,196,2,1,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-05,2,4,71,0,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-05,4,8,0,1,0,0,0,0
port,REFPT,Reference Port,,,2025-06,56,112,1690,13,4,1,1,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-06,18,36,609,4,0,0,0,0
zone,CONTAINER,Container,Container,,2025-06,26,52,675,6,2,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-06,12,24,406,3,2,1,1,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-06,2,4,110,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-06,2,4,0,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-06,8,16,0,3,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-06,14,28,565,2,2,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-06,8,16,406,3,1,1,1,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-06,14,28,609,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-06,4,8,0,0,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-06,4,8,0,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-06,2,4,110,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-06,2,4,0,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-06,8,16,0,3,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-06,6,12,128,2,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-06,8,16,437,0,2,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-06,2,4,134,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-06,2,4,112,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-06,4,8,160,2,1,1,1,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-06,8,16,419,2,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-06,6,12,190,0,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-06,4,8,0,0,1,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-06,2,4,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-06,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2025-07,62,124,718,23,4,4,4,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-07,16,32,183,4,2,4,4,0
zone,CONTAINER,Container,Container,,2025-07,36,72,535,15,1,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-07,10,20,0,4,1,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-07,12,24,120,6,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-07,8,16,0,3,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-07,6,12,139,3,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-07,6,12,276,2,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-07,4,8,0,1,1,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-07,4,8,0,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-07,6,12,91,2,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-07,8,16,92,2,2,4,4,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-07,6,12,0,2,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-07,2,4,0,0,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-07,4,8,0,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-07,8,16,120,4,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-07,2,4,0,1,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-07,6,12,0,2,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-07,6,12,139,3,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-07,4,8,151,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-07,2,4,125,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-07,2,4,0,1,1,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-07,2,4,0,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-07,2,4,0,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-07,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-07,2,4,0,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-07,4,8,91,2,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-07,8,16,92,2,2,4,4,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-07,6,12,0,2,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-07,2,4,0,0,0,0,0,0
port,REFPT,Reference Port,,,2025-08,52,104,976,15,3,9,2,1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-08,12,24,259,4,0,0,0,0
zone,CONTAINER,Container,Container,,2025-08,32,64,717,10,1,2,1,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-08,8,16,0,1,2,7,1,1
terminal,CT1,Container Terminal 1,Container,CT1,2025-08,6,12,64,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-08,6,12,137,2,1,2,1,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-08,6,12,122,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-08,10,20,318,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-08,4,8,76,2,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-08,2,4,0,1,1,5,0,1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-08,8,16,259,2,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-08,4,8,0,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-08,6,12,0,0,1,2,1,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-08,2,4,64,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-08,4,8,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-08,2,4,0,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-08,4,8,137,2,1,2,1,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-08,4,8,122,2,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-08,2,4,0,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-08,4,8,158,2,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-08,4,8,160,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-08,2,4,0,0,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-08,4,8,76,2,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-08,2,4,0,1,1,5,0,1
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-08,2,4,43,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-08,2,4,141,0,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-08,4,8,75,2,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-08,4,8,0,2,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-08,6,12,0,0,1,2,1,0
port,REFPT,Reference Port,,,2025-09,54,108,594,18,4,0,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-09,16,32,254,4,1,0,0,0
zone,CONTAINER,Container,Container,,2025-09,22,44,132,7,1,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-09,16,32,208,7,2,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-09,4,8,0,2,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-09,8,16,0,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-09,2,4,0,1,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-09,6,12,132,2,1,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-09,2,4,0,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-09,10,20,160,5,1,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-09,12,24,197,3,1,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-09,6,12,48,2,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-09,4,8,57,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-09,2,4,0,1,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-09,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-09,4,8,0,1,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-09,4,8,0,0,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-09,2,4,0,1,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-09,4,8,83,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-09,2,4,49,1,1,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-09,2,4,0,1,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-09,4,8,74,2,1,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-09,4,8,86,2,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-09,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-09,4,8,0,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-09,2,4,0,0,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-09,6,12,197,3,1,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-09,6,12,48,2,1,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-09,2,4,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-09,2,4,57,0,0,0,0,0
port,REFPT,Reference Port,,,2025-10,68,136,1774,13,4,3,3,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-10,24,48,971,5,4,3,3,0
zone,CONTAINER,Container,Container,,2025-10,34,68,628,8,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-10,10,20,175,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-10,8,16,0,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-10,2,4,0,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-10,20,40,481,5,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-10,4,8,147,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-10,8,16,175,0,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-10,14,28,560,5,3,3,3,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-10,2,4,0,0,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-10,10,20,411,0,1,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-10,6,12,0,2,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-10,2,4,0,0,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-10,2,4,0,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-10,4,8,139,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-10,6,12,101,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-10,6,12,131,2,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-10,4,8,110,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-10,2,4,0,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-10,2,4,147,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-10,2,4,89,0,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-10,6,12,86,0,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-10,6,12,367,1,2,3,3,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-10,2,4,0,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-10,6,12,193,3,1,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-10,2,4,0,0,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-10,6,12,149,0,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-10,4,8,262,0,0,0,0,0
port,REFPT,Reference Port,,,2025-11,56,112,455,15,4,4,2,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-11,16,32,146,4,1,0,0,0
zone,CONTAINER,Container,Container,,2025-11,36,72,309,11,3,4,2,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-11,4,8,0,0,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-11,6,12,126,2,1,1,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-11,2,4,0,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-11,8,16,123,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-11,14,28,60,4,2,3,2,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-11,6,12,0,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-11,10,20,146,2,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-11,4,8,0,1,1,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-11,4,8,0,0,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-11,2,4,0,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-11,6,12,126,2,1,1,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-11,2,4,0,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-11,6,12,123,2,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-11,2,4,0,0,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-11,4,8,0,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-11,6,12,60,2,1,3,2,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-11,4,8,0,2,1,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-11,6,12,0,2,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-11,6,12,62,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-11,4,8,84,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-11,4,8,0,1,1,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-11,4,8,0,0,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-11,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2025-12,58,116,1185,20,4,7,4,1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-12,16,32,317,6,3,7,4,1
zone,CONTAINER,Container,Container,,2025-12,24,48,423,7,1,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-12,18,36,445,7,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-12,2,4,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-12,6,12,0,2,1,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-12,4,8,73,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-12,4,8,91,2,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-12,8,16,259,0,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-12,12,24,363,4,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-12,8,16,317,3,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-12,4,8,0,1,2,4,4,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-12,6,12,82,3,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-12,4,8,0,2,1,3,0,1
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-12,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-12,6,12,0,2,1,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-12,2,4,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-12,2,4,73,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-12,2,4,0,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-12,2,4,91,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-12,2,4,130,0,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-12,6,12,129,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-12,6,12,260,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-12,4,8,103,2,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-12,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-12,2,4,0,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-12,2,4,55,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-12,4,8,262,2,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-12,4,8,0,1,2,4,4,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-12,6,12,82,3,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-12,4,8,0,2,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-12,0,0,0,0,1,3,0,1
port,REFPT,Reference Port,,,2026-01,68,136,1263,14,4,3,2,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-01,18,36,506,5,1,3,2,0
zone,CONTAINER,Container,Container,,2026-01,38,76,485,5,3,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-01,12,24,272,4,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2026-01,6,12,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2026-01,4,8,0,0,1,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2026-01,10,20,79,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2026-01,10,20,264,1,1,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2026-01,8,16,142,1,1,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2026-01,8,16,212,3,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-01,10,20,74,3,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-01,4,8,216,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2026-01,4,8,60,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-01,4,8,216,1,1,3,2,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-01,6,12,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-01,2,4,0,0,1,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2026-01,2,4,0,0,0,0,0,0
