level,unit_id,unit_name,zone,terminal,ym,vessel_calls,cargo_mt,teu,avg_turnaround_hr,avg_waiting_hr,calls_waited_gt24h,berthed_lt6h_pct,avg_output_mt_per_berthday,occupancy_pct
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-11,1,47280,3940,32.0,8.0,0,0.0,47280,3.3
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-11,1,96540,8045,37.0,8.0,0,0.0,79895,4.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-11,1,32922,0,44.0,8.0,0,0.0,21948,5.0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-11,3,96114,0,67.3,26.3,2,0.0,18754,17.1
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-11,2,64931,0,74.0,21.0,1,0.0,14701,14.7
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-11,1,48807,0,86.0,20.0,0,0.0,17748,9.2
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-11,2,106204,0,94.5,18.5,1,0.0,16769,21.1
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-11,2,42567,0,92.5,17.0,0,0.0,6766,21.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-11,1,6995,0,32.0,15.0,0,0.0,9875,2.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-11,2,480162,0,65.0,25.0,2,0.0,144049,11.1
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-11,1,60291,0,89.0,3.0,0,100.0,16825,11.9
port,REFPT,Reference Port,,,2024-12,29,2283737,136269,51.8,14.3,4,10.3,50377,6.1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-12,10,568144,0,76.4,11.0,0,20.0,20849,12.6
zone,CONTAINER,Container,Container,,2024-12,17,1635228,136269,36.8,16.4,4,5.9,113099,3.9
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-12,2,80365,0,56.5,13.0,0,0.0,22170,2.3
terminal,CT1,Container Terminal 1,Container,CT1,2024-12,4,332988,27749,42.8,19.0,2,0.0,84123,6.4
terminal,CT2,Container Terminal 2,Container,CT2,2024-12,2,205764,17147,34.5,10.5,0,50.0,102882,3.2
terminal,CT3,Container Terminal 3,Container,CT3,2024-12,4,534792,44566,33.0,16.0,1,0.0,188750,4.6
terminal,CT4,Container Terminal 4,Container,CT4,2024-12,6,449868,37489,36.3,16.3,1,0.0,89974,4.0
terminal,CT5,Container Terminal 5,Container,CT5,2024-12,1,111816,9318,35.0,19.0,0,0.0,167724,1.1
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-12,2,80365,0,56.5,13.0,0,0.0,22170,3.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-12,5,150972,0,79.8,7.8,0,20.0,10065,12.1
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-12,1,4272,0,39.0,17.0,0,0.0,4660,3.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-12,4,412900,0,81.5,13.5,0,25.0,36432,18.3
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-12,3,243576,20298,45.0,22.3,2,0.0,85968,9.1
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-12,1,89412,7451,36.0,9.0,0,0.0,79477,3.6
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-12,1,126240,10520,45.0,15.0,0,0.0,100992,4.0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-12,1,79524,6627,24.0,6.0,0,100.0,106032,2.4
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-12,2,227316,18943,31.0,13.5,0,0.0,155874,4.7
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-12,2,307476,25623,35.0,18.5,1,0.0,223619,4.4
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-12,1,123180,10265,34.0,13.0,0,0.0,140777,2.8
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-12,3,244488,20374,36.3,19.0,1,0.0,112841,7.0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-12,1,33540,2795,40.0,16.0,0,0.0,33540,3.2
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-12,1,48660,4055,35.0,12.0,0,0.0,50776,3.1
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-12,1,111816,9318,35.0,19.0,0,0.0,167724,2.2
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-12,2,80365,0,56.5,13.0,0,0.0,22170,11.7
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-12,2,68387,0,79.5,8.5,0,50.0,11558,19.1
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-12,3,82585,0,80.0,7.3,0,0.0,9092,29.3
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-12,1,4272,0,39.0,17.0,0,0.0,4660,3.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-12,2,190150,0,84.0,8.0,0,50.0,30024,20.4
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-12,2,222750,0,79.0,19.0,0,0.0,44550,16.1
port,REFPT,Reference Port,,,2025-01,27,1943211,78193,64.6,17.3,6,11.1,36521,7.2
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-01,11,684541,0,91.8,16.8,3,9.1,19914,15.8
zone,CONTAINER,Container,Container,,2025-01,13,938316,78193,40.3,16.5,3,15.4,72879,3.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-01,3,320354,0,69.7,22.0,0,0.0,53766,3.8
terminal,CT1,Container Terminal 1,Container,CT1,2025-01,2,119508,9959,44.5,27.0,2,0.0,81948,2.4
terminal,CT2,Container Terminal 2,Container,CT2,2025-01,2,125412,10451,32.0,10.5,0,0.0,69997,2.9
terminal,CT3,Container Terminal 3,Container,CT3,2025-01,3,268848,22404,39.3,12.7,1,66.7,80654,5.4
terminal,CT4,Container Terminal 4,Container,CT4,2025-01,2,194748,16229,44.0,21.0,0,0.0,101608,1.5
terminal,CT5,Container Terminal 5,Container,CT5,2025-01,4,229800,19150,41.2,15.0,0,0.0,52526,7.1
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-01,2,81753,0,76.0,21.5,0,0.0,18001,4.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-01,8,311752,0,91.5,15.1,1,12.5,12246,20.5
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-01,1,238601,0,57.0,23.0,0,0.0,168424,2.3
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-01,3,372789,0,92.7,21.3,2,0.0,41808,14.4
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-01,1,79836,6653,48.0,27.0,1,0.0,91241,2.8
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-01,1,39672,3306,41.0,27.0,1,0.0,68009,1.9
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-01,1,87240,7270,32.0,9.0,0,0.0,91033,3.1
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-01,1,38172,3181,32.0,12.0,0,0.0,45806,2.7
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-01,1,103944,8662,54.0,29.0,1,0.0,99786,3.4
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-01,2,164904,13742,32.0,4.5,0,100.0,71958,7.4
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-01,2,194748,16229,44.0,21.0,0,0.0,101608,6.2
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-01,2,148800,12400,51.0,22.0,0,0.0,61572,7.8
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-01,2,81000,6750,31.5,8.0,0,0.0,41362,6.3
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-01,1,44666,0,75.0,20.0,0,0.0,19491,7.4
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-01,1,37087,0,77.0,23.0,0,0.0,16483,7.3
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-01,1,19692,0,102.0,29.0,1,0.0,6474,9.8
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-01,2,67308,0,90.0,18.0,0,0.0,11218,19.4
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-01,5,224752,0,90.0,11.2,0,20.0,13690,53.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-01,1,238601,0,57.0,23.0,0,0.0,168424,4.6
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-01,2,302349,0,101.5,28.0,2,0.0,49363,19.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-01,1,70440,0,75.0,8.0,0,0.0,25232,9.0
port,REFPT,Reference Port,,,2025-02,30,2409214,92253,54.1,15.5,6,20.0,49975,7.2
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-02,10,450392,0,77.7,20.3,4,10.0,18832,12.2
zone,CONTAINER,Container,Container,,2025-02,12,1107036,92253,31.8,11.5,0,33.3,109337,3.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-02,8,851786,0,58.1,15.6,2,12.5,60126,10.1
terminal,CT1,Container Terminal 1,Container,CT1,2025-02,3,289836,24153,31.3,8.3,0,66.7,100813,5.1
terminal,CT2,Container Terminal 2,Container,CT2,2025-02,3,307644,25637,25.3,7.7,0,33.3,139310,3.9
terminal,CT3,Container Terminal 3,Container,CT3,2025-02,2,133080,11090,37.0,18.0,0,0.0,84051,2.8
terminal,CT4,Container Terminal 4,Container,CT4,2025-02,3,197568,16464,35.0,13.7,0,33.3,74088,2.4
terminal,CT5,Container Terminal 5,Container,CT5,2025-02,1,178908,14909,32.0,13.0,0,0.0,225989,1.4
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-02,5,178803,0,56.0,16.4,2,0.0,21673,9.8
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-02,4,111008,0,91.8,20.5,2,0.0,9348,10.6
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-02,3,16022,0,48.3,26.7,2,0.0,5916,9.7
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-02,3,672983,0,61.7,14.3,0,33.3,113744,10.6
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-02,3,323362,0,88.3,13.7,0,33.3,34646,16.7
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-02,1,61476,5123,28.0,3.0,0,100.0,59017,3.7
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-02,2,228360,19030,33.0,11.0,0,50.0,124560,6.5
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-02,3,307644,25637,25.3,7.7,0,33.3,139310,7.9
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-02,1,71436,5953,29.0,12.0,0,0.0,100851,2.5
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-02,1,61644,5137,45.0,24.0,0,0.0,70450,3.1
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-02,1,50844,4237,18.0,4.0,0,100.0,87161,2.1
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-02,2,146724,12227,43.5,18.5,0,0.0,70428,7.4
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-02,1,178908,14909,32.0,13.0,0,0.0,225989,2.8
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-02,1,45236,0,77.0,29.0,1,0.0,22618,7.1
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-02,4,133567,0,50.8,13.2,1,0.0,21371,22.3
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-02,3,92132,0,99.3,24.0,2,0.0,9784,33.6
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-02,1,18876,0,69.0,10.0,0,0.0,7678,8.8
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-02,3,16022,0,48.3,26.7,2,0.0,5916,9.7
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-02,3,672983,0,61.7,14.3,0,33.3,113744,21.1
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-02,1,142293,0,104.0,15.0,0,0.0,38371,13.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-02,2,181069,0,80.5,13.0,0,50.0,32190,20.1
port,REFPT,Reference Port,,,2025-03,26,2305348,123630,54.5,17.3,7,11.5,57216,5.4
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-03,7,403184,0,82.1,15.0,1,14.3,20588,9.0
zone,CONTAINER,Container,Container,,2025-03,17,1483560,123630,42.4,19.1,6,5.9,90140,4.4
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-03,2,418604,0,61.5,10.5,0,50.0,98495,2.7
terminal,CT1,Container Terminal 1,Container,CT1,2025-03,1,51012,4251,30.0,14.0,0,0.0,76518,1.1
terminal,CT2,Container Terminal 2,Container,CT2,2025-03,4,340344,28362,38.0,16.0,1,0.0,92821,5.9
terminal,CT3,Container Terminal 3,Container,CT3,2025-03,4,412296,34358,44.2,17.5,2,25.0,92478,7.2
terminal,CT4,Container Terminal 4,Container,CT4,2025-03,6,535200,44600,48.5,24.8,3,0.0,90456,4.8
terminal,CT5,Container Terminal 5,Container,CT5,2025-03,2,144708,12059,35.0,14.0,0,0.0,82690,2.8
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-03,3,94872,0,100.7,11.7,0,33.3,8528,9.0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-03,2,7563,0,34.5,15.0,0,0.0,4654,5.2
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-03,2,418604,0,61.5,10.5,0,50.0,98495,6.9
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-03,2,300749,0,102.0,20.0,1,0.0,44012,11.0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-03,1,51012,4251,30.0,14.0,0,0.0,76518,2.2
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-03,1,109992,9166,34.0,7.0,0,0.0,97771,3.6
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-03,3,230352,19196,39.3,19.0,1,0.0,90630,8.2
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-03,1,147420,12285,37.0,10.0,0,0.0,131040,3.6
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-03,3,264876,22073,46.7,20.0,2,33.3,79463,10.8
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-03,1,52044,4337,51.0,24.0,0,0.0,46261,3.6
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-03,4,430740,35895,47.5,24.0,2,0.0,109976,12.6
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-03,1,52416,4368,50.0,29.0,1,0.0,59904,2.8
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-03,1,102624,8552,30.0,7.0,0,0.0,107086,3.1
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-03,1,42084,3507,40.0,21.0,0,0.0,53159,2.6
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-03,2,48410,0,105.0,9.0,0,50.0,6051,25.8
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-03,1,46462,0,92.0,17.0,0,0.0,14868,10.1
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-03,2,7563,0,34.5,15.0,0,0.0,4654,5.2
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-03,2,418604,0,61.5,10.5,0,50.0,98495,13.7
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-03,1,145093,0,108.0,28.0,1,0.0,43528,10.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-03,1,155656,0,96.0,12.0,0,0.0,44473,11.3
port,REFPT,Reference Port,,,2025-04,30,2628169,156649,60.5,17.3,6,13.3,48745,7.5
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-04,9,471428,0,102.3,17.2,2,22.2,14771,15.2
zone,CONTAINER,Container,Container,,2025-04,18,1879788,156649,39.4,16.8,2,11.1,110847,4.7
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-04,3,276953,0,61.3,21.0,2,0.0,54933,3.4
terminal,CT1,Container Terminal 1,Container,CT1,2025-04,5,569376,47448,35.2,13.6,0,20.0,126528,7.5
terminal,CT2,Container Terminal 2,Container,CT2,2025-04,3,257748,21479,49.0,23.3,1,0.0,80337,5.3
terminal,CT3,Container Terminal 3,Container,CT3,2025-04,3,370452,30871,29.7,8.7,0,33.3,141125,4.4
terminal,CT4,Container Terminal 4,Container,CT4,2025-04,4,431628,35969,39.2,18.2,1,0.0,123322,2.9
terminal,CT5,Container Terminal 5,Container,CT5,2025-04,3,250584,20882,46.7,21.7,0,0.0,80187,5.2
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-04,2,87393,0,60.0,19.0,1,0.0,25578,3.8
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-04,5,180905,0,115.2,18.8,1,20.0,9008,16.7
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-04,1,6563,0,22.0,5.0,0,100.0,9265,2.4
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-04,1,189560,0,64.0,25.0,1,0.0,116652,2.7
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-04,3,283960,0,107.7,18.7,1,0.0,25524,18.5
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-04,3,358752,29896,39.0,16.7,0,0.0,128508,9.3
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-04,2,210624,17552,29.5,9.0,0,50.0,123292,5.7
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-04,1,85308,7109,53.0,23.0,0,0.0,68246,4.2
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-04,2,172440,14370,47.0,23.5,1,0.0,88054,6.5
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-04,1,84900,7075,24.0,4.0,0,100.0,101880,2.8
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-04,2,285552,23796,32.5,11.0,0,0.0,159378,6.0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-04,1,54624,4552,37.0,21.0,0,0.0,81936,2.2
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-04,2,272880,22740,44.0,18.0,1,0.0,125945,7.2
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-04,1,104124,8677,32.0,16.0,0,0.0,156186,2.2
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-04,3,250584,20882,46.7,21.7,0,0.0,80187,10.4
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-04,1,44908,0,82.0,30.0,1,0.0,20727,7.2
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-04,1,42485,0,38.0,8.0,0,0.0,33988,4.2
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-04,2,43232,0,123.5,21.0,0,0.0,5061,28.5
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-04,2,99740,0,100.0,15.5,1,50.0,14164,23.5
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-04,1,37933,0,129.0,21.0,0,0.0,8430,15.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-04,1,6563,0,22.0,5.0,0,100.0,9265,2.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-04,1,189560,0,64.0,25.0,1,0.0,116652,5.4
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-04,2,212104,0,99.0,13.0,0,0.0,29596,23.9
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-04,1,71856,0,125.0,30.0,1,0.0,18153,13.2
port,REFPT,Reference Port,,,2025-05,31,3020539,133634,57.0,15.1,6,9.7,55893,7.3
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-05,8,516564,0,88.4,14.6,1,25.0,21013,11.3
zone,CONTAINER,Container,Container,,2025-05,16,1603608,133634,37.2,14.1,3,6.2,104018,4.1
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-05,7,900367,0,66.3,18.1,2,0.0,64121,9.1
terminal,CT1,Container Terminal 1,Container,CT1,2025-05,3,359052,29921,39.3,16.0,1,0.0,123104,4.7
terminal,CT2,Container Terminal 2,Container,CT2,2025-05,4,430236,35853,33.0,13.5,1,25.0,132380,5.2
terminal,CT3,Container Terminal 3,Container,CT3,2025-05,1,43404,3617,33.0,11.0,0,0.0,47350,1.5
terminal,CT4,Container Terminal 4,Container,CT4,2025-05,7,666876,55573,39.9,14.7,1,0.0,90938,5.9
terminal,CT5,Container Terminal 5,Container,CT5,2025-05,1,104040,8670,33.0,9.0,0,0.0,104040,1.6
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-05,3,100101,0,70.7,18.7,1,0.0,15400,7.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-05,3,85002,0,105.3,13.3,0,33.3,7391,9.3
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-05,2,10606,0,36.0,16.5,1,50.0,6527,5.2
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-05,4,800266,0,63.0,17.8,1,0.0,106113,12.2
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-05,3,420956,0,106.3,14.7,0,0.0,36738,18.5
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-05,1,129336,10778,39.0,10.0,0,0.0,107037,3.9
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-05,2,229716,19143,39.5,19.0,1,0.0,134468,5.5
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-05,3,362640,30220,24.3,8.0,0,33.3,177620,6.6
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-05,1,67596,5633,59.0,30.0,1,0.0,55942,3.9
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-05,1,43404,3617,33.0,11.0,0,0.0,47350,3.0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-05,3,375924,31327,40.0,15.7,1,0.0,123591,9.8
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-05,2,137772,11481,42.0,19.0,0,0.0,71881,6.2
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-05,1,50796,4233,38.0,9.0,0,0.0,42038,3.9
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-05,1,102384,8532,37.0,9.0,0,0.0,87758,3.8
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-05,1,104040,8670,33.0,9.0,0,0.0,104040,3.2
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-05,1,32185,0,80.0,25.0,1,0.0,14044,7.4
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-05,1,38462,0,72.0,24.0,0,0.0,19231,6.5
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-05,1,29454,0,60.0,7.0,0,0.0,13338,7.1
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-05,1,31392,0,115.0,13.0,0,0.0,7386,13.7
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-05,2,53610,0,100.5,13.5,0,50.0,7394,23.4
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-05,2,10606,0,36.0,16.5,1,50.0,6527,5.2
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-05,4,800266,0,63.0,17.8,1,0.0,106113,24.3
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-05,1,146391,0,129.0,19.0,0,0.0,31940,14.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-05,2,274565,0,95.0,12.5,0,0.0,39937,22.2
port,REFPT,Reference Port,,,2025-06,28,2338243,104641,66.4,19.9,9,3.6,43101,7.5
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-06,9,450289,0,109.2,22.6,4,0.0,13855,15.5
zone,CONTAINER,Container,Container,,2025-06,13,1255692,104641,37.7,17.5,2,7.7,114588,3.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-06,6,632262,0,64.2,21.0,3,0.0,58588,7.2
terminal,CT1,Container Terminal 1,Container,CT1,2025-06,1,51120,4260,26.0,9.0,0,0.0,72169,1.2
terminal,CT2,Container Terminal 2,Container,CT2,2025-06,1,97116,8093,22.0,6.0,0,100.0,145674,1.1
terminal,CT3,Container Terminal 3,Container,CT3,2025-06,4,541596,45133,45.2,21.0,1,0.0,134003,6.7
terminal,CT4,Container Terminal 4,Container,CT4,2025-06,7,565860,47155,37.3,18.3,1,0.0,102110,4.6
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-06,4,143593,0,64.0,20.5,2,0.0,19806,8.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-06,7,174079,0,111.0,22.1,4,0.0,6717,21.6
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-06,2,488669,0,64.5,22.0,1,0.0,137977,5.9
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-06,2,276210,0,103.0,24.0,0,0.0,41956,11.0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-06,1,51120,4260,26.0,9.0,0,0.0,72169,2.4
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-06,1,97116,8093,22.0,6.0,0,100.0,145674,2.2
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-06,4,541596,45133,45.2,21.0,1,0.0,134003,13.5
