level,unit_id,unit_name,zone,terminal,ym,invoices_issued,billed_cr,collected_cr,outstanding_cr,collection_pct
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-03,2,1.46,0.99,1.46,90.4
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-03,1,0.83,0.83,0.01,99.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-03,2,1.84,1.84,0.0,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-03,0,0.0,1.4,0.0,100.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-03,0,0.0,0.48,0.0,100.2
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-03,1,0.53,0.75,0.02,99.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-03,1,0.25,0.77,0.26,98.4
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-03,4,2.66,0.45,2.2,90.5
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-03,3,7.51,10.48,5.12,95.8
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-03,0,0.0,2.1,0.01,100.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-03,1,2.1,3.2,2.11,96.0
port,INMUN,Mundra Port,,,2025-04,20,19.05,16.89,14.98,96.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-04,5,5.54,4.55,5.52,96.9
zone,CONTAINER,Container,Container,,2025-04,11,11.8,6.33,8.63,94.4
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-04,4,1.71,6.0,0.84,99.4
terminal,AMC2,AMCT-2,Container,AMC2,2025-04,3,3.26,3.47,0.55,97.5
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-04,4,2.89,0.46,2.44,91.3
terminal,CT3,CT-3 (AICT),Container,CT3,2025-04,2,2.85,2.41,2.84,94.5
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-04,2,2.8,0.0,2.81,91.8
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-04,4,1.71,0.89,0.78,97.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-04,3,1.73,0.25,1.74,96.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-04,0,0.0,2.21,0.0,100.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-04,0,0.0,5.12,0.0,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-04,2,3.81,2.1,3.83,96.2
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-04,2,2.71,3.47,0.0,100.0
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2025-04,1,0.55,0.0,0.55,94.0
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2025-04,2,1.61,0.0,1.61,89.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-04,2,1.29,0.46,0.83,93.8
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-04,0,0.0,0.95,0.0,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-04,0,0.0,1.46,0.0,100.0
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-04,1,1.81,0.0,1.81,82.4
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-04,1,1.04,0.0,1.05,91.6
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-04,1,1.89,0.0,1.89,90.8
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-04,1,0.91,0.0,0.91,93.4
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-04,2,0.93,0.41,0.52,91.4
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-04,2,0.78,0.47,0.31,97.6
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-04,3,1.73,0.25,1.74,90.1
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-04,0,0.0,2.21,0.0,100.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-04,0,0.0,5.12,0.0,100.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-04,1,1.94,0.0,1.95,95.7
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-04,1,1.87,2.1,1.88,96.5
port,INMUN,Mundra Port,,,2025-05,15,15.01,17.78,12.21,97.5
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-05,6,5.73,6.16,5.09,97.2
zone,CONTAINER,Container,Container,,2025-05,6,5.06,10.8,2.89,98.2
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-05,3,4.22,0.83,4.23,97.3
terminal,AMC2,AMCT-2,Container,AMC2,2025-05,2,1.48,0.55,1.48,93.7
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-05,0,0.0,2.44,0.0,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2025-05,1,0.86,2.85,0.85,98.4
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-05,2,1.45,3.7,0.56,98.4
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-05,2,1.15,0.83,1.1,96.4
terminal,MICT,MICT (DP World JV),Container,MICT,2025-05,1,1.26,1.26,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-05,3,1.91,2.35,1.3,97.7
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-05,1,0.95,0.0,0.94,96.1
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-05,1,3.06,0.0,3.06,97.5
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-05,2,2.87,3.81,2.89,97.2
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2025-05,2,1.48,0.55,1.48,86.2
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2025-05,0,0.0,1.61,0.0,100.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-05,0,0.0,0.83,0.0,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-05,1,0.86,0.0,0.86,94.6
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-05,0,0.0,1.81,0.0,100.0
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-05,0,0.0,1.04,0.01,99.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-05,2,1.45,2.79,0.55,97.5
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-05,0,0.0,0.91,0.0,100.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-05,1,0.61,0.0,0.59,94.6
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-05,1,0.54,0.51,0.55,91.7
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-05,0,0.0,0.31,0.0,100.0
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-05,1,1.26,1.26,0.0,100.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-05,1,0.74,0.0,0.76,95.3
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-05,0,0.0,1.73,0.01,99.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-05,2,1.17,0.62,0.55,97.5
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-05,1,0.95,0.0,0.94,96.1
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-05,1,3.06,0.0,3.06,97.5
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-05,1,1.02,1.94,1.03,97.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-05,1,1.86,1.87,1.87,96.7
port,INMUN,Mundra Port,,,2025-06,23,24.57,24.13,12.65,97.6
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-06,10,8.56,10.06,3.59,98.1
zone,CONTAINER,Container,Container,,2025-06,6,5.78,3.67,5.0,97.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-06,7,10.23,10.4,4.06,97.5
terminal,AMC2,AMCT-2,Container,AMC2,2025-06,1,1.42,1.48,1.42,94.3
terminal,CT3,CT-3 (AICT),Container,CT3,2025-06,4,3.66,1.64,2.87,94.9
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-06,1,0.7,0.56,0.7,98.1
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-06,4,1.82,1.72,1.2,96.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-06,5,3.06,3.11,1.25,97.9
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-06,3,2.09,1.7,1.33,94.9
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-06,3,8.41,8.68,2.79,97.9
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-06,2,3.41,5.25,1.05,99.0
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-06,1,1.42,0.0,1.42,89.9
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2025-06,0,0.0,1.48,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-06,1,0.77,0.77,0.0,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-06,0,0.0,0.86,0.0,100.0
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-06,2,2.0,0.0,2.0,83.7
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-06,1,0.88,0.0,0.89,93.4
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-06,0,0.0,0.56,0.0,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-06,1,0.7,0.0,0.7,95.1
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-06,1,0.36,0.61,0.34,97.0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-06,1,0.48,0.54,0.49,93.1
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-06,2,0.98,0.57,0.41,97.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-06,0,0.0,0.74,0.02,99.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-06,1,0.55,0.55,0.01,99.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-06,4,2.51,1.83,1.23,95.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-06,3,2.09,1.7,1.33,94.9
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-06,3,8.41,8.68,2.79,97.9
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-06,1,2.37,3.39,0.01,100.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-06,1,1.03,1.86,1.04,98.2
port,INMUN,Mundra Port,,,2025-07,18,14.29,22.91,4.03,99.2
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-07,9,8.15,9.29,2.45,98.8
zone,CONTAINER,Container,Container,,2025-07,6,4.66,9.13,0.53,99.7
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-07,3,1.48,4.49,1.05,99.4
terminal,AMC2,AMCT-2,Container,AMC2,2025-07,1,0.95,2.37,0.0,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2025-07,3,1.96,4.31,0.52,99.1
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-07,1,1.1,1.8,0.0,100.0
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-07,3,1.48,1.7,0.98,97.1
terminal,MICT,MICT (DP World JV),Container,MICT,2025-07,1,0.65,0.65,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-07,2,0.98,1.71,0.52,99.1
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-07,4,2.81,2.18,1.96,93.3
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-07,0,0.0,2.79,0.0,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-07,3,4.36,5.4,0.01,100.0
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-07,1,0.95,2.37,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-07,1,0.74,0.74,0.0,100.0
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-07,1,0.68,2.69,0.0,100.1
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-07,1,0.54,0.88,0.55,96.1
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-07,1,1.1,1.1,0.0,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-07,0,0.0,0.7,0.0,100.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-07,0,0.0,0.36,0.0,100.2
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-07,0,0.0,0.48,0.01,99.9
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-07,3,1.48,0.86,1.03,93.2
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-07,1,0.65,0.65,0.0,100.0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-07,2,0.98,1.71,0.5,98.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-07,4,2.81,2.18,1.96,93.3
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-07,0,0.0,2.79,0.0,100.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-07,3,4.36,4.36,0.01,100.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-07,0,0.0,1.03,0.01,100.0
port,INMUN,Mundra Port,,,2025-08,17,17.34,9.8,11.57,97.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-08,4,3.54,2.49,3.5,98.3
zone,CONTAINER,Container,Container,,2025-08,7,6.03,2.12,4.44,97.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-08,6,7.77,5.2,3.62,97.9
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-08,1,0.88,0.0,0.88,97.0
terminal,CT3,CT-3 (AICT),Container,CT3,2025-08,3,2.95,1.49,1.98,96.8
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-08,2,1.57,0.0,1.57,96.0
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-08,4,2.15,2.18,0.95,97.3
terminal,MICT,MICT (DP World JV),Container,MICT,2025-08,1,0.63,0.63,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-08,1,0.31,0.51,0.32,99.5
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-08,2,0.91,1.97,0.9,97.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-08,2,5.62,3.02,2.6,98.1
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-08,1,2.32,0.0,2.33,97.9
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2025-08,1,0.88,0.0,0.88,94.3
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-08,2,2.36,0.95,1.41,92.3
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-08,1,0.59,0.0,0.58,95.7
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-08,0,0.0,0.54,0.01,99.9
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-08,2,1.57,0.0,1.57,90.2
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-08,1,0.6,0.6,0.0,100.2
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-08,2,1.03,0.54,0.5,93.8
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-08,1,0.51,1.04,0.5,96.8
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-08,1,0.63,0.63,0.0,100.0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-08,1,0.31,0.51,0.3,98.8
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-08,2,0.91,1.97,0.9,97.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-08,2,5.62,3.02,2.6,98.1
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-08,1,2.32,0.0,2.33,96.1
port,INMUN,Mundra Port,,,2025-09,17,17.18,16.06,12.69,97.8
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-09,4,2.57,3.54,2.53,98.8
zone,CONTAINER,Container,Container,,2025-09,10,10.59,8.33,6.7,96.4
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-09,3,4.02,4.18,3.46,98.1
terminal,AMC2,AMCT-2,Container,AMC2,2025-09,2,1.94,0.59,1.35,95.1
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-09,2,1.59,2.47,0.0,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2025-09,3,3.62,3.7,1.9,97.1
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-09,0,0.0,1.57,0.0,100.0
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-09,2,1.02,1.58,0.39,98.9
terminal,MICT,MICT (DP World JV),Container,MICT,2025-09,3,3.44,0.0,3.44,86.4
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-09,2,0.74,0.31,0.75,98.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-09,1,0.83,0.91,0.82,97.3
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-09,1,3.0,2.6,3.0,97.9
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-09,1,1.01,2.32,1.02,99.1
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-09,1,0.59,0.59,0.0,100.0
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2025-09,1,1.35,0.0,1.35,88.8
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2025-09,2,1.59,2.47,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-09,1,0.97,0.0,0.97,94.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-09,0,0.0,1.4,0.01,99.9
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-09,1,1.71,2.3,0.0,100.1
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-09,1,0.93,0.0,0.94,93.7
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-09,0,0.0,1.57,0.0,100.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-09,1,0.45,0.0,0.43,96.5
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-09,0,0.0,0.49,0.01,99.9
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-09,1,0.57,1.09,0.0,100.1
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-09,2,2.47,0.0,2.47,80.1
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2025-09,1,0.97,0.0,0.97,92.4
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-09,1,0.4,0.0,0.42,97.5
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-09,1,0.34,0.31,0.33,98.7
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-09,1,0.83,0.91,0.82,97.3
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-09,1,3.0,2.6,3.0,97.9
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-09,1,1.01,2.32,1.02,98.3
port,INMUN,Mundra Port,,,2025-10,20,21.37,17.81,16.25,97.3
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-10,8,8.67,4.18,7.02,96.7
zone,CONTAINER,Container,Container,,2025-10,8,8.6,10.17,5.13,97.4
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-10,4,4.1,3.45,4.11,97.8
terminal,AMC2,AMCT-2,Container,AMC2,2025-10,1,1.77,3.12,0.0,100.0
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-10,2,1.7,1.7,0.0,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2025-10,1,1.18,1.91,1.17,98.2
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-10,1,0.88,0.0,0.88,97.8
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-10,3,1.54,0.45,1.48,96.1
terminal,MICT,MICT (DP World JV),Container,MICT,2025-10,3,3.07,3.44,3.07,89.2
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-10,3,1.77,1.41,1.11,98.2
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-10,1,0.7,0.83,0.69,97.8
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-10,1,2.56,3.0,2.56,98.2
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-10,4,6.2,1.94,5.28,95.6
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-10,1,1.77,1.77,0.0,100.0
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2025-10,0,0.0,1.35,0.0,100.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-10,2,1.7,1.7,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-10,0,0.0,0.97,0.0,100.0
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-10,1,1.18,0.0,1.17,92.9
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-10,0,0.0,0.93,0.01,99.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-10,1,0.88,0.0,0.87,96.4
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-10,0,0.0,0.45,0.0,100.2
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-10,1,0.42,0.0,0.43,95.0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-10,2,1.12,0.0,1.1,93.7
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-10,1,0.89,2.47,0.89,93.3
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2025-10,2,2.18,0.97,2.18,85.5
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-10,0,0.0,0.4,0.02,99.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-10,1,0.52,0.0,0.53,97.2
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-10,2,1.25,1.02,0.56,98.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-10,1,0.7,0.83,0.69,97.8
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-10,1,2.56,3.0,2.56,98.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-10,4,6.2,1.94,5.28,92.1
port,INMUN,Mundra Port,,,2025-11,16,19.64,23.17,12.72,97.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-11,5,4.46,10.0,1.48,99.3
zone,CONTAINER,Container,Container,,2025-11,5,5.5,5.91,4.72,97.7
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-11,6,9.68,7.26,6.53,96.6
terminal,AMC2,AMCT-2,Container,AMC2,2025-11,1,1.32,0.0,1.32,95.7
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-11,1,0.72,0.0,0.72,97.8
terminal,CT3,CT-3 (AICT),Container,CT3,2025-11,1,0.92,1.18,0.91,98.6
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-11,1,0.78,1.66,0.0,100.0
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-11,3,1.47,2.04,0.91,97.7
terminal,MICT,MICT (DP World JV),Container,MICT,2025-11,1,1.76,3.07,1.76,94.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-11,2,1.01,1.1,1.02,98.4
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-11,1,0.51,0.7,0.5,98.4
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-11,3,8.21,5.22,5.55,96.4
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-11,2,2.94,8.2,0.02,100.0
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-11,1,1.32,0.0,1.32,92.9
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-11,1,0.72,0.0,0.72,95.4
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-11,1,0.92,0.0,0.92,94.7
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-11,0,0.0,1.18,0.0,100.1
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-11,1,0.78,1.66,0.0,100.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-11,1,0.49,0.0,0.47,96.4
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-11,1,0.5,0.92,0.01,99.9
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-11,1,0.48,1.12,0.46,97.4
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-11,1,1.76,0.89,1.76,88.3
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2025-11,0,0.0,2.18,0.0,100.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-11,1,0.64,0.0,0.66,96.2
